file	size_bytes	sha256	source_fixture	source_command	notes
jma_msm_fh00_15_tmp1000_unmerge_fcst_input.grib2	404760	667c54c9b306557534fbf8a90c4782e6db7da692dd6a65856c2ed3ffe15bc0b3	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH00-15 TMP:1000 mb records 96/188/280/372; used for exact -unmerge_fcst compare
jma_msm_fh00_15_ugrd1000_ncep_norm_input.grib2	366652	16efaf25e34e08bd6966510d4fa1df2075a57c629e2e954dfa886cfcf576848f	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (UGRD)*'	real-value PDT 4.8 ave series built from JMA MSM FH00-15 UGRD:1000 mb records 94/186/278/370; used for exact -ncep_norm compare
jma_msm_fh00_15_ugrd1000_merge_fcst_input.grib2	366652	a45dc63db15b94bfeb9bdc695788cdcb77af94a78d9ab9410cd51faef2af78a0	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (UGRD)*'	real-value PDT 4.8 ave series built from JMA MSM FH00-15 UGRD:1000 mb records 94/186/278/370; used for exact -merge_fcst compare
jma_msm_fh00_15_ugrd1000_unmerge_fcst_input.grib2	381896	7ac1e6f0251217f4ef043d82f885acba150a7558f43db02556ae7686a084c105	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (UGRD)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH00-15 UGRD:1000 mb records 94/186/278/370; used for exact -unmerge_fcst compare
jma_msm_fh00_15_vgrd1000_ncep_norm_input.grib2	381896	3cf1ae79ee0e43a79daeb02238acdf5450a182f2fb48798cb04d870fbbc6683e	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (VGRD)*'	real-value PDT 4.8 ave series built from JMA MSM FH00-15 VGRD:1000 mb records 95/187/279/371; used for exact -ncep_norm compare
jma_msm_fh00_15_vgrd1000_merge_fcst_input.grib2	381896	ac1d90705118c515f60f2e57dd9193bba3460fc0f6058a790e16ee7e5732673c	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (VGRD)*'	real-value PDT 4.8 ave series built from JMA MSM FH00-15 VGRD:1000 mb records 95/187/279/371; used for exact -merge_fcst compare
jma_msm_fh00_15_vgrd1000_unmerge_fcst_input.grib2	404760	b14bfb8475c2e2015cefe0e40f4881d337a2217279b020e4c20422c59f3275b6	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH00-15_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (VGRD)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH00-15 VGRD:1000 mb records 95/187/279/371; used for exact -unmerge_fcst compare
jma_msm_fh18_33_tmp1000_ncep_norm_input.grib2	366652	885ae61b62dcbe04af3a2b41afdca5cf2397e7c34e8e0566ad46ecd3be4954ec	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280; used for exact -ncep_norm compare
jma_msm_fh18_33_tmp1000_merge_fcst_input.grib2	366652	f86cbac59181ff59dc8061450670027cbcbb43a1b84c0dbf1d34c7ef0b01b452	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280; used for exact -merge_fcst compare
jma_msm_fh18_33_tmp1000_unmerge_fcst_input.grib2	404760	aec44709a47830681c38ec1c742bf4ac94db8a1e00f14a65b01e7856a894a3d5	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (FH18-33)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280; used for exact -unmerge_fcst compare
jma_msm_fh18_33_ugrd1000_ncep_norm_input.grib2	366652	1d32df169732b759a0f7b0d2d59ad1cba2d1c5a215f11724d4c28ece3cd8e588	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (UGRD FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278; used for exact -ncep_norm compare
jma_msm_fh18_33_ugrd1000_merge_fcst_input.grib2	366652	ea7e3c8714132d385aa17a089d9c25544a0515434c7d7a0e14b284ceb2d72198	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (UGRD FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278; used for exact -merge_fcst compare
jma_msm_fh18_33_ugrd1000_unmerge_fcst_input.grib2	389518	910f4ff4d5ceca1ea16035df76c4963afc1ef7cf32a8421016839c17eb01393d	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (UGRD FH18-33)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278; used for exact -unmerge_fcst compare
jma_msm_fh18_33_vgrd1000_ncep_norm_input.grib2	366652	c9459d6c576b52869685142488ccb89f36b285e568569e19ffa5fbb59481698a	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (VGRD FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279; used for exact -ncep_norm compare
jma_msm_fh18_33_vgrd1000_merge_fcst_input.grib2	366652	5a9c74364c18149fa758d0ca277312a7f1daa04230058ab9a8a9544533b329b4	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (VGRD FH18-33)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279; used for exact -merge_fcst compare
jma_msm_fh18_33_vgrd1000_unmerge_fcst_input.grib2	397139	1d2c617434f939e678af0ffa4e7aa8cad263a91e1c8cce8101432a511d272684	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (VGRD FH18-33)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279; used for exact -unmerge_fcst compare
jma_msm_fh36_39_tmp1000_ncep_norm_input.grib2	183326	1bb00df0c5c74d0736718176c6dc803d34a36ac606e8fa019ad37a07a20352dc	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 TMP:1000 mb records 4/96; used for exact -ncep_norm compare
jma_msm_fh36_39_tmp1000_merge_fcst_input.grib2	183326	9a222ce37ae3d776773357a3abc3e0d1811d6dd8acbe00318faef50413eed7e9	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 TMP:1000 mb records 4/96; used for exact -merge_fcst compare
jma_msm_fh36_39_tmp1000_unmerge_fcst_input.grib2	190948	2bac695ee03697228105a62a4a83ab463a760890c669dc5c0f41fb90ecf42582	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (FH36-39)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH36-39 TMP:1000 mb records 4/96; used for exact -unmerge_fcst compare
jma_msm_fh36_39_ugrd1000_ncep_norm_input.grib2	183326	8d5df0986e7029fc3a2bf261d27d011b88ac4a06a74a20ddf2d6d8f3cbf9e383	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (UGRD FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 UGRD:1000 mb records 2/94; used for exact -ncep_norm compare
jma_msm_fh36_39_ugrd1000_merge_fcst_input.grib2	183326	381e946d0b22f9e48c910ceb39baaca08b10f8e2eda5b8f5abdb85c45dedcb49	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (UGRD FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 UGRD:1000 mb records 2/94; used for exact -merge_fcst compare
jma_msm_fh36_39_ugrd1000_unmerge_fcst_input.grib2	183326	f58cd08fd91ab3d46ba0aaf1792885b64176db72df3a599ceaecc5df6fa8f274	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (UGRD FH36-39)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH36-39 UGRD:1000 mb records 2/94; used for exact -unmerge_fcst compare
jma_msm_fh36_39_vgrd1000_ncep_norm_input.grib2	183326	76c6c8c973018d17dd3657da55249ac55d85d48f046f60a865a93707bae274b0	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (VGRD FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 VGRD:1000 mb records 3/95; used for exact -ncep_norm compare
jma_msm_fh36_39_vgrd1000_merge_fcst_input.grib2	183326	7d2e1b8c3d8d354172d1e09efeec7f1cac89e964441bd084d3948ebd609cbbfb	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (VGRD FH36-39)*'	real-value PDT 4.8 ave series built from JMA MSM FH36-39 VGRD:1000 mb records 3/95; used for exact -merge_fcst compare
jma_msm_fh36_39_vgrd1000_unmerge_fcst_input.grib2	190948	6bff2a7dc9e355ba4e80ccccaaa739058e44b7705448023b358ce5ad5d8c3594	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH36-39_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (VGRD FH36-39)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH36-39 VGRD:1000 mb records 3/95; used for exact -unmerge_fcst compare
jma_msm_fh18_33_tmp1000_ncep_norm_long_input.grib2	549978	ad2c7312bf47ec91eac6492aaeac69d16017b7b9c6ebf3bb04355264b275f29a	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280/372/464; used for exact long-series -ncep_norm compare
jma_msm_fh18_33_tmp1000_merge_fcst_long_input.grib2	549978	2883b81f0d117b675c07467dd84811a03563510dba9d1580de508c5c6ab78b1d	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280/372/464; used for exact long-series -merge_fcst compare
jma_msm_fh18_33_tmp1000_unmerge_fcst_long_input.grib2	626194	04c788c69ecb711169ccf3f262bb03474910925933a6d76309d8c17de865a414	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (FH18-33 long)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 TMP:1000 mb records 4/96/188/280/372/464; used for exact long-series -unmerge_fcst compare
jma_msm_fh18_33_ugrd1000_ncep_norm_long_input.grib2	549978	d3942c0eec82a294786290ded79d80c28a0b2c7d3b58a99797922f7cdfbaf48f	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (UGRD FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278/370/462; used for exact long-series -ncep_norm compare
jma_msm_fh18_33_ugrd1000_merge_fcst_long_input.grib2	549978	0e1f948422633308f5150e612df53e63afac827a28cd230d88da4b27a50a562c	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (UGRD FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278/370/462; used for exact long-series -merge_fcst compare
jma_msm_fh18_33_ugrd1000_unmerge_fcst_long_input.grib2	603330	4b702c375fd36af93db557a3dd70547debb64eb8d88d19e4ee21fc5bba72e5e6	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (UGRD FH18-33 long)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 UGRD:1000 mb records 2/94/186/278/370/462; used for exact long-series -unmerge_fcst compare
jma_msm_fh18_33_vgrd1000_ncep_norm_long_input.grib2	549978	a78c081e9474a1f9882cd2a5d389891d9f4f006fbfab89862bdca39a72e763a6	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -ncep_norm on real-world-derived PDT4.8 ave series (VGRD FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279/371/463; used for exact long-series -ncep_norm compare
jma_msm_fh18_33_vgrd1000_merge_fcst_long_input.grib2	549978	30b036cd4c5bb99dc780f976aa58206b7a73a70d23d62f7d5b1a10bd91ae2eec	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -merge_fcst on real-world-derived PDT4.8 ave series (VGRD FH18-33 long)*'	real-value PDT 4.8 ave series built from JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279/371/463; used for exact long-series -merge_fcst compare
jma_msm_fh18_33_vgrd1000_unmerge_fcst_long_input.grib2	610951	6e704381cf7b9928b37d50d9c10541bd4278bb89fa53b4d59def9000663f3618	fixtures/grib2_jma/Z__C_RJTD_20241206000000_MSM_GPV_Rjp_L-pall_FH18-33_grib2.bin	moon test cmd/main/main_wbtest.mbt --target native --filter '*supports -unmerge_fcst on real-world-derived PDT4.8 acc series (VGRD FH18-33 long)*'	real-value PDT 4.8 acc series built from running accumulation of JMA MSM FH18-33 VGRD:1000 mb records 3/95/187/279/371/463; used for exact long-series -unmerge_fcst compare
